Complexity,Loss,Equation
1,0.70402277,"x0"
3,0.67302394,"x0 - x1"
5,0.5047992,"(x2 + x0) - x1"
7,0.37429178,"(x0 * 0.24550368) - x1"
13,0.35235465,"square(x1 - x0) - square(x0 - (x1 + 0.29357404))"
17,0.3476663,"square(x1 - x0) - (square((x0 - x1) - 0.29357404) - 0.04311785)"
18,0.34688252,"square(x1 - x0) - (square((x0 - x1) - 0.29357404) - square(-0.20764838))"
