Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06790885,"x0 * 0.9511275"
5,0.06770093,"(x0 * 0.9658241) + 0.00045800323"
7,0.06748747,"(x0 * 0.9572764) + (x1 * 0.016404115)"
9,0.06748727,"(x0 * -0.042670634) + ((x1 * 0.016354807) + x0)"
12,0.067482896,"((x0 * 0.9572764) + x2) + ((x1 * 0.016404115) + (x2 * -0.9975793))"
14,0.06748286,"((((x0 * -0.042670634) + x2) + (x1 * 0.016354807)) + (x2 * -0.99765617)) + x0"
