Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.067700796,"x0 / 1.0352765"
7,0.06749299,"(x0 / 1.045801) - (x1 * -0.017085956)"
9,0.067482114,"((x1 + (x1 * -0.9832403)) + x0) / 1.0424759"
10,0.06748204,"x1 + ((((x1 / -1.113911) * 1.1425419) + x0) / 1.0423831)"
