Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.067703165,"x0 * 0.9639713"
5,0.067700766,"(x0 * 0.9652261) + 1.544295e-5"
7,0.06752352,"(x0 * 0.9652261) + (x1 * 0.009906019)"
11,0.06749472,"(x1 * -1.9803685) + (((0.959211 * x0) + x1) + x1)"
