Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06771197,"x0 * 0.9621934"
5,0.067700654,"(x0 * 0.9656291) + -1.9215222e-5"
7,0.06748836,"(x0 * 0.9623768) + (x1 * 0.014128664)"
9,0.06748763,"(x1 * -0.98584926) + (x1 + (x0 * 0.9621934))"
12,0.06748512,"((x1 * -0.98584926) + (x1 + (x0 * 0.9621934))) + (-0.0025946111 * x0)"
