Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.067731716,"x0 * 0.9599833"
5,0.067700714,"(x0 * 0.9653135) + 6.399278e-7"
7,0.067495465,"(x1 * 0.014104236) + (x0 * 0.95713186)"
9,0.067484595,"(x0 * -0.03957958) + ((x1 * 0.014104236) + x0)"
