Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770067,"x0 / 1.0357914"
7,0.06748497,"(x0 - (x1 * -0.0169246)) / 1.0401888"
9,0.06748216,"((x0 - (x1 * -0.0169246)) / 1.0401888) / 1.0022275"
15,0.06747675,"((x2 * x2) / 5842.165) + (((x0 * 9.016602) / 9.402352) - (x1 * -0.0169246))"
