Complexity,Loss,Equation
1,0.70402277,"x0"
3,0.43504742,"x1 + x2"
6,0.42758623,"(x1 - 0.054510113) + x2"
7,0.42594126,"x2 + (x1 - square(-0.32069004))"
10,0.39129153,"(square(x2) - square(x2 + -0.2949818)) + x1"
12,0.36442402,"square(x2 + x1) - square(-0.36040077 + (x1 + x2))"
15,0.36369288,"square(x1 + x2) - square(((x1 + x2) + 0.05158866) - 0.4194732)"
16,0.36101338,"square(((x2 + 0.34566462) + (x0 + x1)) - x0) - square(x2 + x1)"
