Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770069,"x0 * 0.96575433"
7,0.06748625,"((x1 * 0.01763027) + x0) / 1.0403268"
11,0.067483686,"((x1 + x0) + (x0 - (x1 * 0.96982485))) / 2.0818539"
