Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770218,"0.96432406 * x0"
5,0.067701824,"(x0 * 0.966634) + -9.857064e-5"
7,0.06752175,"(0.9615755 * x0) + (x1 * 0.009135535)"
10,0.06748677,"((x0 * 0.9577881) + (x1 * 0.0056338273)) + (x1 * 0.0121717)"
