Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770121,"x0 * 0.9648078"
5,0.06770067,"(x0 * 0.96552813) + -9.326053e-5"
7,0.06770066,"(x0 * 0.4828206) + (x0 * 0.4828206)"
10,0.06749222,"(x0 * 0.48415676) + ((x0 * 0.4777263) + (x1 * 0.012561046))"
12,0.06749221,"((x0 * 0.48415676) + ((x0 * 0.4777263) + (x1 * 0.012561046))) + -1.9715408e-6"
14,0.06749191,"((x0 * 0.4777263) + (x0 * 0.4777263)) + ((x1 * 0.012561046) + (x0 * 0.006244373))"
