Complexity,Loss,Equation
1,0.8121029,"1.1929447e-7"
3,0.22456723,"x0 + 0.010508708"
4,0.21812655,"square(0.025564177) + x0"
15,0.20507531,"(x0 / 3.0174227) + (((x0 - 0.09767591) / 3.0174227) + ((x0 + 0.11720472) / 3.0174227))"
