Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770119,"x0 * 0.9662882"
7,0.067700654,"(0.9662882 * x0) + (x0 * -0.00076023233)"
9,0.06753968,"x1 + ((x1 * -0.98947513) + (x0 * 0.9559904))"
10,0.06749582,"((x0 * 0.9559904) + (x1 * 1.0079459)) + (x1 * -0.98947513)"
