Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770075,"x0 * 0.9658635"
7,0.06770067,"(x0 * 0.4828498) + (x0 * 0.4828498)"
11,0.067574225,"((x0 + (x0 * -1.0492632)) + x0) + (x1 * 0.023785276)"
