Complexity,Loss,Equation
1,0.0038684295,"x0"
2,0.0038647347,"x0 * 0.9978503"
4,0.003864698,"x0 + (x0 * -0.0018343169)"
6,0.0038605698,"(x0 * 0.9962736) + (x2 * -0.0026833983)"
8,0.0038553628,"(x0 * -0.00472401) + ((x1 * 0.0030316417) + x0)"
10,0.0038530745,"(x1 * 0.005348077) + ((x0 + (x0 * -0.0063350387)) + 4.0132716e-5)"
16,0.0038527972,"(x0 + (((x1 * -0.9926532) + (x0 * -0.0063697104)) + x2)) + (x1 + (x2 * -0.9973279))"
