Complexity,Loss,Equation
1,0.70402277,"x0"
3,0.43504742,"x2 + x1"
8,0.42628035,"(x2 + x1) - 0.10893938"
9,0.4261042,"(x2 - square(-0.28471705)) + x1"
12,0.42589015,"(x1 + ((-0.09576604 + x2) + x2)) - x2"
