Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770207,"x0 * 0.9667476"
5,0.06770201,"(x0 * 0.96665746) + -0.0003831829"
7,0.06752407,"(0.013008868 * x1) + (x0 * 0.9667476)"
11,0.06750866,"(x1 + (x1 + (x1 * -1.9804713))) + (x0 * 0.962359)"
14,0.06749932,"(x1 * -1.9801784) + (x1 + ((x0 * 1.0022804) + ((x0 * -0.045918707) + x1)))"
20,0.067490034,"(((x1 * -1.9801784) + (x1 + ((x0 * 1.0022804) + ((x0 * -0.045918707) + x1)))) + x2) + (x2 * -0.9986236)"
