Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770466,"x0 * 0.96355474"
5,0.067700684,"(x0 * -0.034292728) + x0"
9,0.06751515,"(x0 + (x1 * 0.015407277)) + (x0 * -0.034292728)"
12,0.067512475,"(x0 + ((x1 * 0.005093967) + (x1 * 0.008231304))) + (x0 * -0.034292728)"
