Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.0677056,"x0 * 0.9677802"
5,0.067701995,"(x0 * 0.96602124) + 0.0010590211"
7,0.06765109,"(x0 * 0.9710611) + (-0.004883133 * x2)"
9,0.0675094,"(x1 * -0.98632634) + ((x0 * 0.9557568) + x1)"
10,0.06749594,"(x1 * 1.0209869) + ((x0 * 0.9557568) + (x1 * -1.0037129))"
18,0.06749493,"(x0 + ((x2 * -0.9971022) + x0)) + ((x2 + ((x0 * -1.0430512) + (x1 * -0.9780385))) + x1)"
