Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06771874,"x0 * 0.9698087"
5,0.067701355,"(x0 * -0.03360808) + x0"
7,0.06759893,"(x1 * 0.012942982) + (x0 * 0.97131914)"
14,0.06757846,"(((x1 * -0.0446368) + (x1 * 0.42348257)) + (x1 * -0.36581582)) + (x0 * 0.97028255)"
16,0.06752644,"(x0 * -0.40583003) + ((x0 * 0.37227845) + ((x1 * -0.11184402) + ((x1 * 0.12775321) + x0)))"
