Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.06770066,"x0 * 0.96547663"
7,0.06750795,"((x1 * 0.018029833) + x0) / 1.0371857"
9,0.06748346,"(x1 * 0.015627543) - ((x0 * 0.8298599) / -0.86343163)"
13,0.06748241,"((((x1 * 0.07458303) + x0) - (x0 / -0.2670236)) / 16.590761) / 0.29786715"
