Time,LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Des Heat Load [W],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],LIVING_UNIT1::Des Latent Heat Load [W],LIVING_UNIT1::Des Latent Cool Load [W],LIVING_UNIT1::Des Latent Heat Mass Flow [kg/s],LIVING_UNIT1::Des Latent Cool Mass Flow [kg/s],LIVING_UNIT1::Des Heat Load No DOAS [W],LIVING_UNIT1::Des Sens Cool Load No DOAS [W],LIVING_UNIT1::Des Latent Heat Load No DOAS [W],LIVING_UNIT1::Des Latent Cool Load No DOAS [W],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Heating Zone Temperature [C],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Heating Zone Relative Humidity [%],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Cooling Zone Temperature [C],LIVING_UNIT1:BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
14:30:00,0.000000E+00,1.422766E+03,0.000000E+00,1.074355E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.757269E+01,3.549974E+01,2.757269E+01,3.549974E+01
14:45:00,0.000000E+00,7.236503E+02,0.000000E+00,5.464412E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.836243E+01,3.431761E+01,2.836243E+01,3.431761E+01
15:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.879548E+01,3.375285E+01,2.879548E+01,3.375285E+01
15:15:00,7.836609E+01,1.803765E+03,9.566980E-03,1.129008E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.523394E+01,4.065606E+01,2.523394E+01,4.065606E+01
15:30:00,7.836609E+01,2.176163E+03,9.566980E-03,1.410192E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499975E+01,4.091725E+01,2.499975E+01,4.091725E+01
15:45:00,7.836609E+01,3.551733E+03,9.566980E-03,2.448866E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499937E+01,4.026532E+01,2.499937E+01,4.026532E+01
16:00:00,7.836609E+01,4.614202E+03,9.566980E-03,3.251162E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499871E+01,3.975035E+01,2.499871E+01,3.975035E+01
16:15:00,0.000000E+00,3.850024E+03,0.000000E+00,2.907140E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499923E+01,3.966854E+01,2.499923E+01,3.966854E+01
16:30:00,0.000000E+00,4.491613E+03,0.000000E+00,3.391609E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499928E+01,3.970942E+01,2.499928E+01,3.970942E+01
16:45:00,0.000000E+00,4.106703E+03,0.000000E+00,3.100974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499927E+01,3.976751E+01,2.499927E+01,3.976751E+01
17:00:00,0.000000E+00,4.013676E+03,0.000000E+00,3.030696E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499927E+01,3.981033E+01,2.499927E+01,3.981033E+01
17:15:00,0.000000E+00,3.952363E+03,0.000000E+00,2.984398E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499924E+01,3.987438E+01,2.499924E+01,3.987438E+01
17:30:00,0.000000E+00,3.903357E+03,0.000000E+00,2.947400E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499918E+01,4.003469E+01,2.499918E+01,4.003469E+01
17:45:00,0.000000E+00,3.861937E+03,0.000000E+00,2.916123E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499929E+01,4.019436E+01,2.499929E+01,4.019436E+01
18:00:00,0.000000E+00,3.826432E+03,0.000000E+00,2.889309E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499934E+01,4.029989E+01,2.499934E+01,4.029989E+01
18:15:00,0.000000E+00,3.791470E+03,0.000000E+00,2.862906E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499930E+01,4.041286E+01,2.499930E+01,4.041286E+01
18:30:00,0.000000E+00,3.751787E+03,0.000000E+00,2.832938E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499926E+01,4.055403E+01,2.499926E+01,4.055403E+01
18:45:00,0.000000E+00,3.703183E+03,0.000000E+00,2.796233E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499937E+01,4.066518E+01,2.499937E+01,4.066518E+01
19:00:00,0.000000E+00,3.637819E+03,0.000000E+00,2.746874E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499940E+01,4.077452E+01,2.499940E+01,4.077452E+01
19:15:00,0.000000E+00,3.524892E+03,0.000000E+00,2.661595E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499949E+01,4.084967E+01,2.499949E+01,4.084967E+01
19:30:00,0.000000E+00,3.377668E+03,0.000000E+00,2.550416E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499952E+01,4.093204E+01,2.499952E+01,4.093204E+01
19:45:00,0.000000E+00,3.185152E+03,0.000000E+00,2.405043E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499954E+01,4.105909E+01,2.499954E+01,4.105909E+01
20:00:00,0.000000E+00,2.944869E+03,0.000000E+00,2.223603E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499956E+01,4.123872E+01,2.499956E+01,4.123872E+01
20:15:00,0.000000E+00,2.671648E+03,0.000000E+00,2.017296E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499959E+01,4.146112E+01,2.499959E+01,4.146112E+01
20:30:00,0.000000E+00,2.405455E+03,0.000000E+00,1.816299E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499954E+01,4.162968E+01,2.499954E+01,4.162968E+01
20:45:00,0.000000E+00,2.175736E+03,0.000000E+00,1.642844E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499952E+01,4.187768E+01,2.499952E+01,4.187768E+01
21:00:00,0.000000E+00,1.997934E+03,0.000000E+00,1.508592E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499951E+01,4.214681E+01,2.499951E+01,4.214681E+01
21:15:00,0.000000E+00,1.862888E+03,0.000000E+00,1.406626E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499944E+01,4.234014E+01,2.499944E+01,4.234014E+01
21:30:00,0.000000E+00,1.748236E+03,0.000000E+00,1.320058E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499939E+01,4.261203E+01,2.499939E+01,4.261203E+01
21:45:00,0.000000E+00,1.645098E+03,0.000000E+00,1.242184E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499938E+01,4.291202E+01,2.499938E+01,4.291202E+01
22:00:00,0.000000E+00,1.549718E+03,0.000000E+00,1.170168E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.499937E+01,4.320518E+01,2.499937E+01,4.320518E+01
