Complexity,Loss,Equation
1,0.06888701,"x0"
3,0.067747295,"x0 * 0.9587271"
5,0.06770285,"(x0 * 0.9649332) + -0.0013439588"
7,0.067700826,"(x0 * -0.3613964) + (x0 * 1.3273633)"
12,0.067525394,"(x0 * -0.69087565) + (((x0 * 0.65166134) + (x1 * 0.022044832)) + x0)"
15,0.06748931,"((x0 * -0.03807162) + x1) + ((x0 + x1) + (x1 + (x1 * -2.9830413)))"
17,0.0674893,"((x0 * -1.038077) + ((x0 + x1) + (x0 + x1))) + (x1 + (x1 * -2.983037))"
