Complexity,Loss,Equation
1,0.001985824,"x0"
3,0.0019858237,"x0 + 3.0667834e-6"
5,0.0019838759,"(x0 * 0.998018) + 0.04515752"
7,0.0019838747,"((x0 * -0.0019355306) + x0) + 0.04410065"
9,0.001977864,"((x0 * 0.9939885) + (x1 * 0.0005638246)) + 0.1310732"
13,0.0019773939,"(((x2 * 1.4084144e-6) + 0.11962355) + (x1 * 0.00076057616)) + (x0 * 0.99437034)"
