Complexity,Loss,Equation
1,1.6204205,"x1"
3,0.73758,"8.545904e-7"
5,0.7199236,"-0.11740143 - x0"
9,0.71946484,"(-0.49563283 - -0.49563283) - x0"
10,0.7194438,"square(-0.004319538 + -0.13800949) - x0"
14,0.7194427,"square(x0 - (x0 - (0.010381705 - -0.13800949))) - x0"
18,0.71943986,"(-0.004319538 - (-0.004319538 - 0.010381705)) + (square(-0.13800949) - x0)"
22,0.7194392,"square(-0.17795585 + (x0 - ((x0 + -0.47628462) + -0.12762779))) - (x0 + 0.14789492)"
