Complexity,Loss,Equation
1,0.17081174,"x0"
3,0.03387406,"x0 + -0.009193572"
4,0.031040926,"square(0.03002591) + x0"
6,0.030852133,"x0 + (x1 * square(0.030312296))"
8,0.029489208,"x0 + ((x1 * 0.014333732) - square(0.014333732))"
10,0.029465934,"x0 + ((x1 * 0.014333732) - (x0 * square(0.014333732)))"
