Complexity,Loss,Equation
1,0.06888701,"x0"
5,0.06770072,"(x0 * 0.9656314) + 0.00024494305"
7,0.06770066,"(-0.21968153 * x0) + (x0 * 1.1852772)"
9,0.06754166,"x1 + ((x1 * -0.9910802) + (x0 * 0.96652997))"
11,0.06751159,"((x1 + x1) + (x1 * -1.986034)) + (x0 * 0.9656314)"
12,0.0674969,"((x1 + (x1 * 0.440538)) + (x1 * -1.4219929)) + (x0 * 0.9617907)"
13,0.06748751,"((x1 + x0) + (x1 * -0.9864558)) + ((x0 * -1.0384122) + x0)"
